,priceSpecification.price,itemOffered.brand,itemOffered.fuelType,itemOffered.mileageFromOdometer.value,0,1,2,3,year,model,version,page
26,340000,Audi,Diesel,29000,Audi,Q7,45,TDI,2020,Q7,45,66
27,67999,Renault,Benzyna,23285,Renault,Clio,1.0,TCe,2020,Clio,1.0,66
28,187000,Ford,Diesel,21000,Ford,Ranger,2.0,EcoBlue,2020,Ranger,2.0,66
29,74900,Renault,Benzyna+LPG,19135,Renault,Clio,,,2020,Clio,,66
30,309800,Mercedes-Benz,Benzyna,16000,Mercedes-Benz,GLE,,,2020,GLE,,66
31,789000,Mercedes-Benz,Diesel,53000,Mercedes-Benz,Klasa,S,400,2020,S,400,66
0,163900,Audi,Benzyna,8850,Audi,Q2,35,TFSI,2020,Q2,35,102
1,43900,Renault,Benzyna,50000,Renault,Captur,1.0,TCe,2020,Captur,1.0,102
2,379000,Mercedes-Benz,Diesel,120000,Mercedes-Benz,Klasa,S,400,2020,S,400,102
3,188000,Ford,Diesel,70000,Ford,Ranger,2.0,EcoBlue,2020,Ranger,2.0,102
4,56800,Renault,Diesel,34000,Renault,Grand,Scenic,Gr,2020,Grand,Scenic,102
5,285858,Audi,Hybryda,25000,Audi,A6,,,2020,A6,,102
6,56900,Renault,Benzyna,35460,Renault,Clio,TCe,100,2020,Clio,TCe,102
7,288000,Land Rover,Benzyna,11300,Land,Rover,Range,Rover,2020,Range,Rover,102
8,139900,Ford,Diesel,4654,Ford,Mondeo,2.0,EcoBlue,2020,Mondeo,2.0,102
9,125900,Ford,Diesel,17206,Ford,Mondeo,2.0,EcoBlue,2020,Mondeo,2.0,102
10,239000,BMW,Benzyna,33000,BMW,Seria,3,330i,2020,3,330i,102
11,663000,Ferrari,Benzyna,4298,Ferrari,SF90,Stradale,,2020,SF90,Stradale,102
12,115000,Volvo,Benzyna,13555,Volvo,S60,T5,Momentum,2020,S60,T5,102
13,99000,Ford,Diesel,78000,Ford,Mondeo,2.0,TDCi,2020,Mondeo,2.0,102
14,105000,Kia,Diesel,13000,Kia,Sportage,1.6,CRDI,2020,Sportage,1.6,102
15,322000,BMW,Benzyna,23000,BMW,Seria,4,430i,2020,4,430i,102
16,399000,RAM,Benzyna,7500,RAM,1500,,,2020,1500,,102
17,260000,Tesla,Elektryczny,35000,Tesla,Model,3,Performance,2020,Model,3,102
18,68800,Fiat,Benzyna,8500,Fiat,Tipo,,,2020,Tipo,,102
19,137500,Mercedes-Benz,Benzyna,15891,Mercedes-Benz,Klasa,C,180,2020,C,180,102
20,444444,BMW,Benzyna,19900,BMW,Seria,8,M850i,2020,8,M850i,102
21,119820,Seat,Benzyna,22000,Seat,Leon,1.5,eTSI,2020,Leon,1.5,102
22,138000,Alfa Romeo,Benzyna,9000,Alfa,Romeo,Giulia,,2020,Romeo,Giulia,102
23,99900,Toyota,Benzyna,42800,Toyota,Corolla,,,2020,Corolla,,102
24,144900,Seat,Benzyna,9000,Seat,Leon,2.0,TSI,2020,Leon,2.0,102
25,77500,Mazda,Benzyna,10000,Mazda,3,,,2020,3,,102
26,69900,Volkswagen,Benzyna,88667,Volkswagen,Tiguan,,,2020,Tiguan,,102
27,189900,Audi,Diesel,50000,Audi,A6,,,2020,A6,,102
28,77900,Volkswagen,Benzyna,24581,Volkswagen,Golf,,,2020,Golf,,102
29,47900,Citroën,Benzyna,10521,Citroën,C3,Aircross,1.2,2020,C3,Aircross,102
30,299699,BMW,Benzyna,62000,BMW,X3,M,M40i,2020,X3,M,102
31,105999,Mazda,Benzyna,4786,Mazda,6,2.0,SkyMotion,2020,6,2.0,102
0,81900,Renault,Diesel,13100,Renault,Megane,,,2020,Megane,,24
1,95900,Jaguar,Benzyna,36500,Jaguar,F-Pace,,,2020,F-Pace,,24
2,70000,Hyundai,Benzyna,62597,Hyundai,I30,,,2020,I30,,24
3,37200,Opel,Benzyna,15180,Opel,Corsa,1.2,Edition,2020,Corsa,1.2,24
4,65000,Dacia,Benzyna+LPG,77022,Dacia,Duster,,,2020,Duster,,24
5,170000,Volvo,Benzyna,33390,Volvo,V60,T4,Momentum,2020,V60,T4,24
6,79000,Citroën,Benzyna,16000,Citroën,C3,Aircross,,2020,C3,Aircross,24
7,115001,Toyota,Hybryda,20899,Toyota,C-HR,,,2020,C-HR,,24
8,279900,BMW,Diesel,32000,BMW,Seria,5,530d,2020,5,530d,24
9,82800,Renault,Elektryczny,12000,Renault,Zoe,R135,Z.E,2020,Zoe,R135,24
10,134900,Alfa Romeo,Benzyna,8600,Alfa,Romeo,Stelvio,,2020,Romeo,Stelvio,24
11,219900,Audi,Benzyna,5120,Audi,Q8,55,TFSI,2020,Q8,55,24
12,224899,BMW,Benzyna,16700,BMW,Seria,2,M235i,2020,2,M235i,24
13,34900,Renault,Diesel,38000,Renault,Clio,,,2020,Clio,,24
14,155000,Hyundai,Hybryda,20000,Hyundai,Santa,Fe,1.6,2020,Santa,Fe,24
15,55000,Volvo,Benzyna,32573,Volvo,S60,T5,Momentum,2020,S60,T5,24
16,64900,Dacia,Benzyna,7500,Dacia,Duster,1.0,TCe,2020,Duster,1.0,24
17,42400,Opel,Benzyna,148900,Opel,Corsa,1.2,Elegance,2020,Corsa,1.2,24
18,229900,Audi,Benzyna,56000,Audi,A5,45,TFSI,2020,A5,45,24
19,80000,Kia,Hybryda,19761,Kia,Sorento,,,2020,Sorento,,24
20,120166,Audi,Benzyna,23738,Audi,A3,30,TFSI,2020,A3,30,24
21,42000,Mitsubishi,Benzyna,18827,Mitsubishi,Eclipse,Cross,,2020,Eclipse,Cross,24
22,85999,Jaguar,Benzyna,20220,Jaguar,E-Pace,,,2020,E-Pace,,24
23,73300,Ford,Benzyna,15000,Ford,EcoSport,,,2020,EcoSport,,24
24,55000,MINI,Benzyna,32252,MINI,Cooper,S,,2020,Cooper,S,24
25,209900,Dodge,Benzyna,22000,Dodge,Challenger,Automatik,,2020,Challenger,Automatik,24
26,139900,Nissan,Elektryczny,68000,Nissan,Leaf,e+,62kWh,2020,Leaf,e+,24
27,279900,RAM,Benzyna,7592,RAM,1500,Crew,Cab,2020,1500,Crew,24
28,69500,Honda,Benzyna,39701,Honda,Civic,2.0,i-VTEC,2020,Civic,2.0,24
29,247000,Volvo,Benzyna,12000,Volvo,XC,60,B5,2020,XC,60,24
30,70900,Citroën,Benzyna,6462,Citroën,C4,Cactus,,2020,C4,Cactus,24
31,219900,BMW,Benzyna,15760,BMW,Seria,3,330i,2020,3,330i,24
0,152999,Isuzu,Diesel,6250,Isuzu,D-Max,1.9,DC,2020,D-Max,1.9,120
1,169900,Audi,Diesel,5000,Audi,A4,35,TDI,2020,A4,35,120
2,367000,Volkswagen,Diesel,97000,Volkswagen,Touareg,4.0,V8,2020,Touareg,4.0,120
3,51500,Renault,Benzyna,6553,Renault,Clio,0.9,Energy,2020,Clio,0.9,120
4,103320,Renault,Diesel,308000,Renault,Trafic,dCi,120,2020,Trafic,dCi,120
5,57900,Škoda,Benzyna,80305,Škoda,Fabia,,,2020,Fabia,,120
6,309000,BMW,Benzyna,6000,BMW,X5,xDrive40i,mHEV,2020,X5,xDrive40i,120
7,499900,Audi,Diesel,26000,Audi,SQ7,TDI,quattro,2020,SQ7,TDI,120
8,137900,Volkswagen,Benzyna,11000,Volkswagen,Tiguan,2.0,TSI,2020,Tiguan,2.0,120
9,124700,Volkswagen,Benzyna,39300,Volkswagen,Touran,,,2020,Touran,,120
10,109000,BMW,Benzyna,19425,BMW,X2,M35i,,2020,X2,M35i,120
11,364800,Audi,Diesel,32565,Audi,A6,,,2020,A6,,120
12,58900,Volkswagen,Diesel,30000,Volkswagen,Golf,VIII,2.0,2020,Golf,VIII,120
13,54999,Mazda,Benzyna,52117,Mazda,3,,,2020,3,,120
14,510000,Mercedes-Benz,Benzyna,7000,Mercedes-Benz,GLS,450,4-Matic,2020,GLS,450,120
15,97000,Jeep,Benzyna,7500,Jeep,Compass,,,2020,Compass,,120
16,83900,Renault,Benzyna,37000,Renault,Megane,1.3,TCe,2020,Megane,1.3,120
17,64900,Dacia,Benzyna,71500,Dacia,Duster,1.0,TCe,2020,Duster,1.0,120
18,546900,Audi,Diesel,38697,Audi,SQ7,,,2020,SQ7,,120
19,169900,Volvo,Benzyna,58542,Volvo,XC,60,,2020,XC,60,120
20,67000,Seat,Benzyna,42300,Seat,Leon,1.5,EcoTSI,2020,Leon,1.5,120
21,118900,Jeep,Benzyna,29000,Jeep,Cherokee,2.0,GME,2020,Cherokee,2.0,120
22,479900,BMW,Benzyna,30650,BMW,M4,Competition,sport,2020,M4,Competition,120
23,79900,Hyundai,Benzyna,6500,Hyundai,I30,Fastback,1.4,2020,I30,Fastback,120
24,138900,Opel,Diesel,51695,Opel,Insignia,2.0,CDTI,2020,Insignia,2.0,120
25,88900,Toyota,Benzyna,32024,Toyota,Corolla,1.6,Comfort,2020,Corolla,1.6,120
26,91700,Hyundai,Hybryda,14545,Hyundai,IONIQ,hybrid,Premium,2020,IONIQ,hybrid,120
27,99900,Hyundai,Benzyna,42676,Hyundai,Tucson,,,2020,Tucson,,120
28,220900,Audi,Diesel,26969,Audi,A6,40,TDI,2020,A6,40,120
29,89000,Mazda,Benzyna,6000,Mazda,CX-3,,,2020,CX-3,,120
30,58900,Mazda,Benzyna,78238,Mazda,CX-30,,,2020,CX-30,,120
31,124900,Jeep,Diesel,40000,Jeep,Gladiator,,,2020,Gladiator,,120
0,39900,Volkswagen,Benzyna,13108,Volkswagen,T-Cross,,,2020,T-Cross,,99
1,87499,Mercedes-Benz,Benzyna,4100,Mercedes-Benz,GLC,AMG,Coupe,2020,GLC,AMG,99
2,219900,BMW,Diesel,12500,BMW,X3,,,2020,X3,,99
3,106000,Mercedes-Benz,Diesel,110485,Mercedes-Benz,Vito,,,2020,Vito,,99
4,228000,Volvo,Benzyna,11900,Volvo,XC,90,T5,2020,XC,90,99
5,509700,Mercedes-Benz,Benzyna,59613,Mercedes-Benz,AMG,GT,,2020,AMG,GT,99
6,127900,Citroën,Diesel,16441,Citroën,C5,Aircross,1.5,2020,C5,Aircross,99
7,179900,Mercedes-Benz,Diesel,19042,Mercedes-Benz,Vito,,,2020,Vito,,99
8,112400,Mazda,Benzyna,6000,Mazda,6,,,2020,6,,99
9,99000,Seat,Benzyna,8024,Seat,Leon,1.5,TSI,2020,Leon,1.5,99
10,44500,Škoda,Benzyna+LPG,72835,Škoda,Fabia,1.0,Ambition,2020,Fabia,1.0,99
11,299900,RAM,Benzyna,20,RAM,1500,,,2020,1500,,99
12,209000,Volvo,Hybryda,23689,Volvo,XC,60,,2020,XC,60,99
13,99990,Opel,Benzyna,20730,Opel,Grandland,X,,2020,Grandland,X,99
14,18500,BMW,Benzyna,14000,BMW,X4,xDrive30i,GPF,2020,X4,xDrive30i,99
15,9900,Kia,Diesel,44000,Kia,Pro_cee'd,ProCeed,1.6,2020,Pro_cee'd,ProCeed,99
16,166999,BMW,Diesel,137000,BMW,X3,xDrive20d,M,2020,X3,xDrive20d,99
17,159000,Subaru,Benzyna,11100,Subaru,OUTBACK,,,2020,OUTBACK,,99
18,189000,Jaguar,Benzyna,15500,Jaguar,F-Pace,2.0,i4P,2020,F-Pace,2.0,99
19,80900,Mazda,Benzyna,2000,Mazda,3,2.0,mHEV,2020,3,2.0,99
20,125900,Mazda,Benzyna,51416,Mazda,CX-5,2.0,Skymotion,2020,CX-5,2.0,99
21,110900,Volkswagen,Benzyna,18000,Volkswagen,T-Cross,1.0,TSI,2020,T-Cross,1.0,99
22,172500,Jeep,Benzyna,6000,Jeep,Grand,Cherokee,,2020,Grand,Cherokee,99
23,174900,Audi,Diesel,47000,Audi,A6,,,2020,A6,,99
24,258900,Audi,Benzyna,14902,Audi,A6,,,2020,A6,,99
25,115000,Ford,Diesel,53009,Ford,EDGE,,,2020,EDGE,,99
26,174900,Audi,Diesel,28751,Audi,A4,,,2020,A4,,99
27,378900,BMW,Benzyna,10640,BMW,Seria,8,840i,2020,8,840i,99
28,630000,BMW,Benzyna,12000,BMW,M8,Competition,Gran,2020,M8,Competition,99
29,179900,BMW,Diesel,36000,BMW,Seria,3,320d,2020,3,320d,99
30,220000,BMW,Benzyna,43500,BMW,M2,Competition,Coupe,2020,M2,Competition,99
31,114000,Volkswagen,Benzyna,59000,Volkswagen,Passat,1.5,TSI,2020,Passat,1.5,99
0,60900,Toyota,Benzyna,9700,Toyota,Yaris,,,2020,Yaris,,65
1,70999,Audi,Benzyna,5555,Audi,A4,40,TFSI,2020,A4,40,65
2,225900,Toyota,Diesel,31522,Toyota,ProAce,,,2020,ProAce,,65
3,499378,Mercedes-Benz,Diesel,31800,Mercedes-Benz,GLS,400,d,2020,GLS,400,65
4,199900,Lexus,Hybryda,26516,Lexus,ES,,,2020,ES,,65
5,90800,Renault,Benzyna,9653,Renault,Megane,,,2020,Megane,,65
6,144900,Renault,Diesel,73171,Renault,Koleos,,,2020,Koleos,,65
7,159900,BMW,Diesel,70100,BMW,3GT,,,2020,3GT,,65
8,121900,Kia,Hybryda,87705,Kia,Niro,1.6,GDI,2020,Niro,1.6,65
9,179899,BMW,Diesel,89000,BMW,X1,xDrive20d,M,2020,X1,xDrive20d,65
10,296000,Mercedes-Benz,Diesel,11000,Mercedes-Benz,CLS,220,d,2020,CLS,220,65
11,219900,Volvo,Hybryda,40850,Volvo,XC,60,,2020,XC,60,65
12,59900,Toyota,Benzyna,62759,Toyota,Yaris,,,2020,Yaris,,65
13,85000,Ford,Benzyna,22000,Ford,EcoSport,1.0,EcoBoost,2020,EcoSport,1.0,65
14,254582,Audi,Diesel,43407,Audi,A7,,,2020,A7,,65
15,84900,Seat,Benzyna,27531,Seat,Arona,,,2020,Arona,,65
16,28900,Suzuki,Benzyna,11232,Suzuki,Swift,1.2,Dualjet,2020,Swift,1.2,65
17,73999,Ford,Benzyna,44800,Ford,Escape,2.0,EcoBoost,2020,Escape,2.0,65
18,119900,Hyundai,Benzyna,14000,Hyundai,i30,N,2.0,2020,i30,N,65
19,89800,Toyota,Benzyna,12236,Toyota,Corolla,,,2020,Corolla,,65
20,339972,Mercedes-Benz,Diesel,38300,Mercedes-Benz,Klasa,X,350,2020,X,350,65
21,284900,BMW,Diesel,73858,BMW,X5,xDrive25d,sport,2020,X5,xDrive25d,65
22,194900,Cupra,Benzyna,39223,Cupra,Ateca,,,2020,Ateca,,65
23,122900,Volkswagen,Benzyna,32342,Volkswagen,Golf,,,2020,Golf,,65
24,96900,Toyota,Hybryda,51749,Toyota,Corolla,,,2020,Corolla,,65
25,84500,Opel,Diesel,16500,Opel,Grandland,X,1.5,2020,Grandland,X,65
26,57990,Renault,Benzyna,4900,Renault,Clio,1.0,TCe,2020,Clio,1.0,65
27,117465,Renault,Diesel,74000,Renault,Trafic,SpaceClass,2.0,2020,Trafic,SpaceClass,65
28,114900,Hyundai,Benzyna,21642,Hyundai,Tucson,1.6,T-GDI,2020,Tucson,1.6,65
29,26500,Fiat,Benzyna+LPG,65000,Fiat,Tipo,,,2020,Tipo,,65
30,121999,Ford,Benzyna,14800,Ford,Escape,2.0,EcoBoost,2020,Escape,2.0,65
31,77000,Kia,Benzyna,49879,Kia,Ceed,1.4,T-GDI,2020,Ceed,1.4,65
0,132500,Toyota,Hybryda,30800,Toyota,Camry,,,2020,Camry,,67
1,66900,Seat,Benzyna,85462,Seat,Leon,1.0,EcoTSI,2020,Leon,1.0,67
2,65000,Opel,Diesel,50985,Opel,Insignia,Sports,Tourer,2020,Insignia,Sports,67
3,249000,Audi,Diesel,49200,Audi,A6,50,TDI,2020,A6,50,67
4,91900,Toyota,Benzyna,15163,Toyota,Corolla,,,2020,Corolla,,67
5,69900,Dacia,Benzyna,23200,Dacia,Duster,,,2020,Duster,,67
6,96000,Nissan,Benzyna,8000,Nissan,Juke,1.0,DIG-T,2020,Juke,1.0,67
7,149000,Renault,Diesel,31710,Renault,Talisman,2.0,Blue,2020,Talisman,2.0,67
8,60000,Škoda,Diesel,34903,Škoda,Octavia,Combi,2.0,2020,Octavia,Combi,67
9,59990,Fiat,Benzyna,39668,Fiat,Tipo,,,2020,Tipo,,67
10,115900,Ford,Benzyna,82114,Ford,Galaxy,1.5,EcoBoost,2020,Galaxy,1.5,67
11,229900,Volvo,Diesel,26274,Volvo,V90,,,2020,V90,,67
12,72500,Kia,Benzyna,12144,Kia,Stonic,,,2020,Stonic,,67
13,143900,Renault,Diesel,67800,Renault,Talisman,2.0,Blue,2020,Talisman,2.0,67
14,179900,Mercedes-Benz,Diesel,43153,Mercedes-Benz,GLB,180,d,2020,GLB,180,67
15,79000,Mazda,Benzyna,24935,Mazda,CX-30,,,2020,CX-30,,67
16,109470,Opel,Benzyna,21000,Opel,Insignia,1.5,T,2020,Insignia,1.5,67
17,170000,BMW,Diesel,24000,BMW,X6,xDrive30d,,2020,X6,xDrive30d,67
18,159900,Seat,Benzyna,42519,Seat,Leon,,,2020,Leon,,67
19,243540,Audi,Diesel,32000,Audi,Q5,40,TDI,2020,Q5,40,67
20,469900,BMW,Diesel,21000,BMW,X5,M,M50d,2020,X5,M,67
21,57990,Kia,Benzyna,13900,Kia,Rio,,,2020,Rio,,67
22,59999,Nissan,Benzyna,23000,Nissan,Micra,,,2020,Micra,,67
23,199000,BMW,Benzyna,13800,BMW,M4,,,2020,M4,,67
24,399000,Audi,Diesel,17421,Audi,A8,50,TDI,2020,A8,50,67
25,98800,Kia,Benzyna,11015,Kia,Sportage,,,2020,Sportage,,67
26,24900,Peugeot,Benzyna,17000,Peugeot,208,1.2,PureTech,2020,208,1.2,67
27,91900,Kia,Diesel,29000,Kia,Sportage,1.6,CRDI,2020,Sportage,1.6,67
28,99999,Mazda,Benzyna,12110,Mazda,CX-30,,,2020,CX-30,,67
29,499000,BMW,Diesel,22004,BMW,Seria,7,740Ld,2020,7,740Ld,67
30,59900,Kia,Benzyna,16500,Kia,Stonic,1.2,L,2020,Stonic,1.2,67
31,166150,BMW,Diesel,23000,BMW,3GT,320d,xDrive,2020,3GT,320d,67
0,199900,Audi,Benzyna,25500,Audi,S3,TFSI,Quattro,2020,S3,TFSI,97
1,169900,BMW,Benzyna,76900,BMW,Seria,5,530i,2020,5,530i,97
2,214900,Volvo,Diesel,59100,Volvo,V60,,,2020,V60,,97
3,53300,Opel,Benzyna,40000,Opel,Corsa,1.2,Elegance,2020,Corsa,1.2,97
4,30900,Peugeot,Diesel,38739,Peugeot,208,1.5,BlueHDi,2020,208,1.5,97
5,34900,Toyota,Benzyna,6792,Toyota,Aygo,1.0,VVT-i,2020,Aygo,1.0,97
6,1107000,BMW,Benzyna,33444,BMW,Seria,7,M760Li,2020,7,M760Li,97
7,65900,Toyota,Benzyna,13000,Toyota,Yaris,1.5,20th,2020,Yaris,1.5,97
8,199260,BMW,Diesel,16000,BMW,X5,xDrive25d,,2020,X5,xDrive25d,97
9,71900,Hyundai,Benzyna,29753,Hyundai,I30,,,2020,I30,,97
10,123000,Volkswagen,Diesel,40108,Volkswagen,Passat,Variant,2.0,2020,Passat,Variant,97
11,95900,Hyundai,Benzyna,58850,Hyundai,Tucson,1.6,GDi,2020,Tucson,1.6,97
12,124999,Mazda,Benzyna,11775,Mazda,CX-30,2.0,100th,2020,CX-30,2.0,97
13,125000,Volkswagen,Benzyna,37456,Volkswagen,Passat,1.5,TSI,2020,Passat,1.5,97
14,174000,Honda,Benzyna,5300,Honda,Ridgeline,,,2020,Ridgeline,,97
15,116850,Subaru,Benzyna,5687,Subaru,WRX,,,2020,WRX,,97
16,221000,Mercedes-Benz,Diesel,49000,Mercedes-Benz,Klasa,X,350,2020,X,350,97
17,297900,Volvo,Hybryda,24496,Volvo,XC,60,,2020,XC,60,97
18,164900,Volvo,Diesel,73806,Volvo,XC,40,D3,2020,XC,40,97
19,134900,BMW,Diesel,24000,BMW,Seria,1,,2020,1,,97
20,229900,Volvo,Hybryda,8523,Volvo,V60,CC,Pro,2020,V60,CC,97
21,350002,Audi,Benzyna,16500,Audi,S6,,,2020,S6,,97
22,204900,Volvo,Hybryda,31974,Volvo,V60,B4,D,2020,V60,B4,97
23,48777,Hyundai,Benzyna,23281,Hyundai,i20,1.2,Comfort,2020,i20,1.2,97
24,259900,Volvo,Hybryda,8590,Volvo,V60,T6,AWD,2020,V60,T6,97
25,72600,Hyundai,Benzyna,47163,Hyundai,I30,,,2020,I30,,97
26,264900,Volvo,Hybryda,18297,Volvo,V90,T8,AWD,2020,V90,T8,97
27,259000,BMW,Benzyna,21456,BMW,Seria,3,340i,2020,3,340i,97
28,214900,Volvo,Hybryda,11374,Volvo,S90,B5,D,2020,S90,B5,97
29,239900,Mercedes-Benz,Diesel,24000,Mercedes-Benz,Klasa,E,220,2020,E,220,97
30,94500,Nissan,Benzyna,3500,Nissan,Qashqai,,,2020,Qashqai,,97
31,99900,Suzuki,Benzyna,28000,Suzuki,Vitara,,,2020,Vitara,,97
0,109999,Ford,Benzyna,15000,Ford,Kuga,,,2020,Kuga,,107
1,278700,Volvo,Diesel,32000,Volvo,XC,90,D5,2020,XC,90,107
2,6590,Renault,Benzyna,910,Renault,Clio,0.9,Energy,2020,Clio,0.9,107
3,57900,Audi,Benzyna,15000,Audi,A1,30,TFSI,2020,A1,30,107
4,48900,Renault,Diesel,31000,Renault,Clio,(Energy),dCi,2020,Clio,(Energy),107
5,23900,Ford,Benzyna,12000,Ford,EcoSport,,,2020,EcoSport,,107
6,164800,BMW,Benzyna,2142,BMW,Seria,4,420i,2020,4,420i,107
7,60000,Škoda,Benzyna+LPG,1800,Škoda,Fabia,1.0,Ambition,2020,Fabia,1.0,107
8,399748,Maserati,Benzyna,57041,Maserati,Quattroporte,S,Q4,2020,Quattroporte,S,107
9,119000,Škoda,Diesel,24000,Škoda,Superb,2.0,TDI,2020,Superb,2.0,107
10,153000,Nissan,Benzyna,3286,Nissan,370,Z,3.7,2020,370,Z,107
11,184500,Dodge,Benzyna+LPG,12000,Dodge,Challenger,5.7,R/T,2020,Challenger,5.7,107
12,379999,Ford,Benzyna,17830,Ford,F150,,,2020,F150,,107
13,189420,Škoda,Benzyna,30000,Škoda,Superb,,,2020,Superb,,107
14,139999,BMW,Benzyna,12333,BMW,Seria,3,330i,2020,3,330i,107
15,150000,Audi,Benzyna,18000,Audi,S3,TFSI,Quattro,2020,S3,TFSI,107
16,399900,Audi,Benzyna,30000,Audi,A8,L,55,2020,A8,L,107
17,1499000,Porsche,Benzyna,10578,Porsche,911,,,2020,911,,107
18,87900,Škoda,Benzyna,12764,Škoda,Scala,1.5,TSI,2020,Scala,1.5,107
19,76900,Mazda,Benzyna,15000,Mazda,CX-30,2.0,mHEV,2020,CX-30,2.0,107
20,365000,Mercedes-Benz,Benzyna,13500,Mercedes-Benz,CLA,AMG,45,2020,CLA,AMG,107
21,219900,BMW,Diesel,19100,BMW,Seria,3,,2020,3,,107
22,43999,Peugeot,Diesel,70000,Peugeot,308,1.5,BlueHDi,2020,308,1.5,107
23,579900,Land Rover,Benzyna,47500,Land,Rover,Range,Rover,2020,Range,Rover,107
24,145000,Subaru,Benzyna,17000,Subaru,OUTBACK,,,2020,OUTBACK,,107
25,99000,Ford,Benzyna,16807,Ford,Focus,1.0,EcoBoost,2020,Focus,1.0,107
26,109900,Seat,Benzyna,19974,Seat,Leon,,,2020,Leon,,107
27,64900,Dacia,Benzyna+LPG,38000,Dacia,Duster,,,2020,Duster,,107
28,126500,Mazda,Elektryczny,3462,Mazda,MX-30,Hikari,,2020,MX-30,Hikari,107
29,312000,Mercedes-Benz,Diesel,48096,Mercedes-Benz,Klasa,V,,2020,V,,107
30,97900,Toyota,Hybryda,54289,Toyota,Corolla,,,2020,Corolla,,107
31,219000,Chevrolet,Benzyna,12500,Chevrolet,Camaro,Coupe,6.2,2020,Camaro,Coupe,107
0,84900,Jeep,Benzyna,46591,Jeep,Grand,Cherokee,,2020,Grand,Cherokee,121
1,121000,Ford,Benzyna,8000,Ford,Escape,2.0,EcoBoost,2020,Escape,2.0,121
2,318800,Cadillac,Benzyna,4300,Cadillac,Escalade,,,2020,Escalade,,121
3,164820,BMW,Diesel,20000,BMW,Seria,3,318d,2020,3,318d,121
4,167895,BMW,Diesel,21000,BMW,Seria,3,318d,2020,3,318d,121
5,158055,BMW,Diesel,15000,BMW,Seria,3,318d,2020,3,318d,121
6,158055,BMW,Diesel,18000,BMW,Seria,3,318d,2020,3,318d,121
7,89900,Ford,Benzyna,35638,Ford,Escape,1.5,EcoBoost,2020,Escape,1.5,121
8,162975,BMW,Diesel,39500,BMW,Seria,3,318d,2020,3,318d,121
9,152520,BMW,Diesel,21500,BMW,Seria,3,318d,2020,3,318d,121
10,57900,Fiat,Benzyna,36500,Fiat,Tipo,1.4,16v,2020,Tipo,1.4,121
11,228750,Audi,Diesel,9071,Audi,A6,,,2020,A6,,121
12,189900,BMW,Diesel,15150,BMW,Seria,2,,2020,2,,121
13,299997,BMW,Diesel,48000,BMW,Seria,5,,2020,5,,121
14,850000,Aston Martin,Benzyna,72000,Aston,Martin,DBX,,2020,Martin,DBX,121
15,99900,Seat,Benzyna,10200,Seat,Leon,1.5,TSI,2020,Leon,1.5,121
16,57900,Fiat,Benzyna,36918,Fiat,Tipo,1.4,16v,2020,Tipo,1.4,121
17,659000,Porsche,Elektryczny,5930,Porsche,Taycan,,,2020,Taycan,,121
18,69800,Opel,Benzyna,8000,Opel,Astra,V,1.2,2020,Astra,V,121
19,89900,Ford,Benzyna,27898,Ford,Focus,,,2020,Focus,,121
20,282900,Volvo,Hybryda,15000,Volvo,XC,90,,2020,XC,90,121
21,102500,Ford,Hybryda,68500,Ford,Mondeo,Turnier,2.0,2020,Mondeo,Turnier,121
22,140000,Audi,Benzyna,31000,Audi,Q3,,,2020,Q3,,121
23,73900,Renault,Diesel,20467,Renault,Megane,1.5,Blue,2020,Megane,1.5,121
24,379240,Chevrolet,Benzyna,22,Chevrolet,Silverado,,,2020,Silverado,,121
25,108000,Ford,Benzyna,5300,Ford,Escape,2.0,EcoBoost,2020,Escape,2.0,121
26,117900,Hyundai,Benzyna,3677,Hyundai,Kona,,,2020,Kona,,121
27,97500,Toyota,Hybryda,22966,Toyota,Corolla,,,2020,Corolla,,121
28,454990,Chevrolet,Benzyna,50,Chevrolet,Silverado,,,2020,Silverado,,121
29,56900,Opel,Benzyna,14600,Opel,Corsa,1.2,Elegance,2020,Corsa,1.2,121
30,199000,BMW,Benzyna,10500,BMW,X3,xDrive30i,,2020,X3,xDrive30i,121
31,79999,Renault,Diesel,38000,Renault,Megane,BLUE,dCi,2020,Megane,BLUE,121
0,234900,Audi,Benzyna,19000,Audi,S3,TFSI,Limousine,2020,S3,TFSI,80
1,81900,Seat,Benzyna,17740,Seat,Leon,,,2020,Leon,,80
2,71900,Opel,Benzyna,22000,Opel,Crossland,X,1.2,2020,Crossland,X,80
3,39900,Opel,Diesel,28450,Opel,Combo,Life,1.5,2020,Combo,Life,80
4,66900,Toyota,Benzyna,18000,Toyota,Yaris,1.5,Selection,2020,Yaris,1.5,80
5,27900,Opel,Benzyna,74000,Opel,Corsa,1.2,Elegance,2020,Corsa,1.2,80
6,78900,Dacia,Benzyna,15000,Dacia,Duster,1.0,TCe,2020,Duster,1.0,80
7,114900,Kia,Benzyna,25677,Kia,Sportage,,,2020,Sportage,,80
8,105900,Volkswagen,Benzyna,19900,Volkswagen,Golf,,,2020,Golf,,80
9,174900,Škoda,Benzyna,116305,Škoda,Kodiaq,,,2020,Kodiaq,,80
10,295900,Audi,Hybryda,24350,Audi,A6,,,2020,A6,,80
11,105900,Volkswagen,Benzyna,20900,Volkswagen,Golf,,,2020,Golf,,80
12,120000,Mazda,Benzyna,7005,Mazda,CX-30,2.0,mHEV,2020,CX-30,2.0,80
